sofifa_id,wage_eur,preferred_foot,player_positions,Skill,Value
162347,88000,Right,CM,skill_long_passing,83
162347,88000,Right,CM,skill_ball_control,85
198031,19000,Right,CM,skill_moves,3
198031,19000,Right,CM,skill_dribbling,76
198031,19000,Right,CM,skill_curve,81
198031,19000,Right,CM,skill_fk_accuracy,81
198031,19000,Right,CM,skill_long_passing,82
198031,19000,Right,CM,skill_ball_control,81
202024,58000,Right,CM,skill_moves,4
202024,58000,Right,CM,skill_dribbling,78
202024,58000,Right,CM,skill_curve,60
202024,58000,Right,CM,skill_fk_accuracy,70
202024,58000,Right,CM,skill_long_passing,80
202024,58000,Right,CM,skill_ball_control,81
220971,110000,Right,CM,skill_moves,4
220971,110000,Right,CM,skill_dribbling,85
220971,110000,Right,CM,skill_curve,64
220971,110000,Right,CM,skill_fk_accuracy,70
220971,110000,Right,CM,skill_long_passing,75
220971,110000,Right,CM,skill_ball_control,86
225085,42000,Right,LM,skill_moves,4
225085,42000,Right,LM,skill_dribbling,81
225085,42000,Right,LM,skill_curve,75
225085,42000,Right,LM,skill_fk_accuracy,67
225085,42000,Right,LM,skill_long_passing,66
225085,42000,Right,LM,skill_ball_control,81
229927,41000,Left,CM,skill_moves,3
229927,41000,Left,CM,skill_dribbling,77
229927,41000,Left,CM,skill_curve,79
229927,41000,Left,CM,skill_fk_accuracy,60
229927,41000,Left,CM,skill_long_passing,79
229927,41000,Left,CM,skill_ball_control,84
241084,16000,Right,LM,skill_moves,4
241084,16000,Right,LM,skill_dribbling,85
241084,16000,Right,LM,skill_curve,72
241084,16000,Right,LM,skill_fk_accuracy,47
241084,16000,Right,LM,skill_long_passing,66
241084,16000,Right,LM,skill_ball_control,79
244369,1000,Left,RM,skill_moves,4
244369,1000,Left,RM,skill_dribbling,80
244369,1000,Left,RM,skill_curve,72
244369,1000,Left,RM,skill_fk_accuracy,76
244369,1000,Left,RM,skill_long_passing,73
244369,1000,Left,RM,skill_ball_control,81
198784,100000,Right,CM,skill_moves,4
198784,100000,Right,CM,skill_dribbling,83
198784,100000,Right,CM,skill_curve,73
198784,100000,Right,CM,skill_fk_accuracy,60
198784,100000,Right,CM,skill_long_passing,75
198784,100000,Right,CM,skill_ball_control,83
203299,46000,Right,RM,skill_moves,4
203299,46000,Right,RM,skill_dribbling,85
203299,46000,Right,RM,skill_curve,78
203299,46000,Right,RM,skill_fk_accuracy,55
203299,46000,Right,RM,skill_long_passing,69
203299,46000,Right,RM,skill_ball_control,82
226162,61000,Right,RM,skill_moves,4
226162,61000,Right,RM,skill_dribbling,81
226162,61000,Right,RM,skill_curve,78
226162,61000,Right,RM,skill_fk_accuracy,74
226162,61000,Right,RM,skill_long_passing,79
226162,61000,Right,RM,skill_ball_control,83
178415,28000,Right,CM,skill_moves,3
178415,28000,Right,CM,skill_dribbling,67
178415,28000,Right,CM,skill_curve,77
178415,28000,Right,CM,skill_fk_accuracy,80
178415,28000,Right,CM,skill_long_passing,77
178415,28000,Right,CM,skill_ball_control,75
210372,47000,Left,RM,skill_moves,4
210372,47000,Left,RM,skill_dribbling,81
210372,47000,Left,RM,skill_curve,83
210372,47000,Left,RM,skill_fk_accuracy,74
210372,47000,Left,RM,skill_long_passing,81
210372,47000,Left,RM,skill_ball_control,82
216194,29000,Right,CM,skill_moves,3
216194,29000,Right,CM,skill_dribbling,72
216194,29000,Right,CM,skill_curve,61
216194,29000,Right,CM,skill_fk_accuracy,57
216194,29000,Right,CM,skill_long_passing,80
216194,29000,Right,CM,skill_ball_control,80
216320,32000,Right,CM,skill_moves,3
216320,32000,Right,CM,skill_dribbling,78
216320,32000,Right,CM,skill_curve,62
216320,32000,Right,CM,skill_fk_accuracy,42
216320,32000,Right,CM,skill_long_passing,74
216320,32000,Right,CM,skill_ball_control,80
222943,58000,Left,LM,skill_moves,3
222943,58000,Left,LM,skill_dribbling,78
222943,58000,Left,LM,skill_curve,81
222943,58000,Left,LM,skill_fk_accuracy,78
222943,58000,Left,LM,skill_long_passing,75
222943,58000,Left,LM,skill_ball_control,77
227535,61000,Right,CM,skill_moves,4
227535,61000,Right,CM,skill_dribbling,83
227535,61000,Right,CM,skill_curve,73
227535,61000,Right,CM,skill_fk_accuracy,68
227535,61000,Right,CM,skill_long_passing,79
227535,61000,Right,CM,skill_ball_control,82
212245,55000,Left,CM,skill_moves,3
212245,55000,Left,CM,skill_dribbling,76
212245,55000,Left,CM,skill_curve,69
212245,55000,Left,CM,skill_fk_accuracy,55
212245,55000,Left,CM,skill_long_passing,76
212245,55000,Left,CM,skill_ball_control,78
225014,43000,Right,CM,skill_moves,4
225014,43000,Right,CM,skill_dribbling,82
225014,43000,Right,CM,skill_curve,58
225014,43000,Right,CM,skill_fk_accuracy,45
225014,43000,Right,CM,skill_long_passing,77
225014,43000,Right,CM,skill_ball_control,83
225997,1000,Right,LM,skill_moves,4
225997,1000,Right,LM,skill_dribbling,80
225997,1000,Right,LM,skill_curve,63
225997,1000,Right,LM,skill_fk_accuracy,63
225997,1000,Right,LM,skill_long_passing,68
225997,1000,Right,LM,skill_ball_control,78
230402,28000,Left,LM,skill_moves,2
230402,28000,Left,LM,skill_dribbling,77
230402,28000,Left,LM,skill_curve,56
230402,28000,Left,LM,skill_fk_accuracy,55
230402,28000,Left,LM,skill_long_passing,70
230402,28000,Left,LM,skill_ball_control,75
232862,15000,Right,LM,skill_moves,4
232862,15000,Right,LM,skill_dribbling,83
232862,15000,Right,LM,skill_curve,79
232862,15000,Right,LM,skill_fk_accuracy,64
232862,15000,Right,LM,skill_long_passing,64
232862,15000,Right,LM,skill_ball_control,78
234568,13000,Right,CM,skill_moves,3
234568,13000,Right,CM,skill_dribbling,82
234568,13000,Right,CM,skill_curve,68
234568,13000,Right,CM,skill_fk_accuracy,70
234568,13000,Right,CM,skill_long_passing,75
234568,13000,Right,CM,skill_ball_control,78
234772,30000,Right,RM,skill_moves,3
234772,30000,Right,RM,skill_dribbling,77
234772,30000,Right,RM,skill_curve,72
234772,30000,Right,RM,skill_fk_accuracy,68
234772,30000,Right,RM,skill_long_passing,71
234772,30000,Right,RM,skill_ball_control,75
243282,27000,Left,LM,skill_moves,3
243282,27000,Left,LM,skill_dribbling,81
243282,27000,Left,LM,skill_curve,77
243282,27000,Left,LM,skill_fk_accuracy,75
243282,27000,Left,LM,skill_long_passing,72
243282,27000,Left,LM,skill_ball_control,80
151508,36000,Right,CM,skill_moves,3
151508,36000,Right,CM,skill_dribbling,75
151508,36000,Right,CM,skill_curve,73
151508,36000,Right,CM,skill_fk_accuracy,69
151508,36000,Right,CM,skill_long_passing,78
151508,36000,Right,CM,skill_ball_control,78
164859,49000,Right,RM,skill_moves,3
164859,49000,Right,RM,skill_dribbling,78
164859,49000,Right,RM,skill_curve,76
164859,49000,Right,RM,skill_fk_accuracy,74
164859,49000,Right,RM,skill_long_passing,61
164859,49000,Right,RM,skill_ball_control,78
198719,49000,Right,LM,skill_moves,4
198719,49000,Right,LM,skill_dribbling,82
198719,49000,Right,LM,skill_curve,72
198719,49000,Right,LM,skill_fk_accuracy,65
198719,49000,Right,LM,skill_long_passing,62
198719,49000,Right,LM,skill_ball_control,79
205407,41000,Right,CM,skill_moves,4
205407,41000,Right,CM,skill_dribbling,80
205407,41000,Right,CM,skill_curve,79
205407,41000,Right,CM,skill_fk_accuracy,73
205407,41000,Right,CM,skill_long_passing,78
205407,41000,Right,CM,skill_ball_control,83
206225,31000,Left,LM,skill_moves,3
206225,31000,Left,LM,skill_dribbling,74
206225,31000,Left,LM,skill_curve,76
206225,31000,Left,LM,skill_fk_accuracy,61
206225,31000,Left,LM,skill_long_passing,74
206225,31000,Left,LM,skill_ball_control,77
210896,56000,Right,CM,skill_moves,4
210896,56000,Right,CM,skill_dribbling,76
210896,56000,Right,CM,skill_curve,76
210896,56000,Right,CM,skill_fk_accuracy,68
210896,56000,Right,CM,skill_long_passing,78
210896,56000,Right,CM,skill_ball_control,76
230020,36000,Right,CM,skill_moves,3
230020,36000,Right,CM,skill_dribbling,77
230020,36000,Right,CM,skill_curve,79
230020,36000,Right,CM,skill_fk_accuracy,71
230020,36000,Right,CM,skill_long_passing,77
230020,36000,Right,CM,skill_ball_control,79
233848,26000,Right,LM,skill_moves,4
233848,26000,Right,LM,skill_dribbling,78
233848,26000,Right,LM,skill_curve,66
233848,26000,Right,LM,skill_fk_accuracy,54
233848,26000,Right,LM,skill_long_passing,63
233848,26000,Right,LM,skill_ball_control,78
238227,38000,Right,RM,skill_moves,4
238227,38000,Right,RM,skill_dribbling,79
238227,38000,Right,RM,skill_curve,62
238227,38000,Right,RM,skill_fk_accuracy,42
238227,38000,Right,RM,skill_long_passing,65
238227,38000,Right,RM,skill_ball_control,74
242816,75000,Right,CM,skill_moves,3
242816,75000,Right,CM,skill_dribbling,81
242816,75000,Right,CM,skill_curve,66
242816,75000,Right,CM,skill_fk_accuracy,51
242816,75000,Right,CM,skill_long_passing,79
242816,75000,Right,CM,skill_ball_control,83
244960,12000,Right,CM,skill_moves,3
244960,12000,Right,CM,skill_dribbling,75
244960,12000,Right,CM,skill_curve,67
244960,12000,Right,CM,skill_fk_accuracy,55
244960,12000,Right,CM,skill_long_passing,78
244960,12000,Right,CM,skill_ball_control,76
247641,800,Left,RM,skill_moves,4
247641,800,Left,RM,skill_dribbling,82
247641,800,Left,RM,skill_curve,54
247641,800,Left,RM,skill_fk_accuracy,70
247641,800,Left,RM,skill_long_passing,68
247641,800,Left,RM,skill_ball_control,79
253124,12000,Right,CM,skill_moves,3
253124,12000,Right,CM,skill_dribbling,78
253124,12000,Right,CM,skill_curve,69
253124,12000,Right,CM,skill_fk_accuracy,58
253124,12000,Right,CM,skill_long_passing,74
253124,12000,Right,CM,skill_ball_control,79
146947,25000,Left,CM,skill_moves,3
146947,25000,Left,CM,skill_dribbling,68
146947,25000,Left,CM,skill_curve,60
146947,25000,Left,CM,skill_fk_accuracy,28
146947,25000,Left,CM,skill_long_passing,77
146947,25000,Left,CM,skill_ball_control,76
178253,15000,Left,CM,skill_moves,3
178253,15000,Left,CM,skill_dribbling,75
178253,15000,Left,CM,skill_curve,77
178253,15000,Left,CM,skill_fk_accuracy,82
178253,15000,Left,CM,skill_long_passing,76
178253,15000,Left,CM,skill_ball_control,77
189177,29000,Left,CM,skill_moves,3
189177,29000,Left,CM,skill_dribbling,74
189177,29000,Left,CM,skill_curve,78
189177,29000,Left,CM,skill_fk_accuracy,70
189177,29000,Left,CM,skill_long_passing,75
189177,29000,Left,CM,skill_ball_control,76
192955,63000,Right,CM,skill_moves,3
192955,63000,Right,CM,skill_dribbling,73
192955,63000,Right,CM,skill_curve,73
192955,63000,Right,CM,skill_fk_accuracy,66
192955,63000,Right,CM,skill_long_passing,74
192955,63000,Right,CM,skill_ball_control,75
193133,17000,Right,RM,skill_moves,3
193133,17000,Right,RM,skill_dribbling,72
193133,17000,Right,RM,skill_curve,61
193133,17000,Right,RM,skill_fk_accuracy,48
193133,17000,Right,RM,skill_long_passing,71
193133,17000,Right,RM,skill_ball_control,78
199626,11000,Right,CM,skill_moves,3
199626,11000,Right,CM,skill_dribbling,76
199626,11000,Right,CM,skill_curve,77
199626,11000,Right,CM,skill_fk_accuracy,67
199626,11000,Right,CM,skill_long_passing,75
199626,11000,Right,CM,skill_ball_control,78
205343,49000,Right,CM,skill_moves,3
205343,49000,Right,CM,skill_dribbling,78
205343,49000,Right,CM,skill_curve,66
205343,49000,Right,CM,skill_fk_accuracy,56
205343,49000,Right,CM,skill_long_passing,72
205343,49000,Right,CM,skill_ball_control,78
205953,9000,Right,CM,skill_moves,3
205953,9000,Right,CM,skill_dribbling,74
205953,9000,Right,CM,skill_curve,68
205953,9000,Right,CM,skill_fk_accuracy,67
205953,9000,Right,CM,skill_long_passing,78
205953,9000,Right,CM,skill_ball_control,77
206114,22000,Right,CM,skill_moves,4
206114,22000,Right,CM,skill_dribbling,75
206114,22000,Right,CM,skill_curve,71
206114,22000,Right,CM,skill_fk_accuracy,67
206114,22000,Right,CM,skill_long_passing,75
206114,22000,Right,CM,skill_ball_control,79
207807,36000,Right,LM,skill_moves,3
207807,36000,Right,LM,skill_dribbling,77
207807,36000,Right,LM,skill_curve,80
207807,36000,Right,LM,skill_fk_accuracy,72
207807,36000,Right,LM,skill_long_passing,65
207807,36000,Right,LM,skill_ball_control,75
213654,44000,Right,CM,skill_moves,3
213654,44000,Right,CM,skill_dribbling,75
213654,44000,Right,CM,skill_curve,59
213654,44000,Right,CM,skill_fk_accuracy,47
213654,44000,Right,CM,skill_long_passing,76
213654,44000,Right,CM,skill_ball_control,77
223061,22000,Left,LM,skill_moves,4
223061,22000,Left,LM,skill_dribbling,77
223061,22000,Left,LM,skill_curve,78
223061,22000,Left,LM,skill_fk_accuracy,76
223061,22000,Left,LM,skill_long_passing,57
223061,22000,Left,LM,skill_ball_control,79
224030,25000,Right,CM,skill_moves,4
224030,25000,Right,CM,skill_dribbling,75
224030,25000,Right,CM,skill_curve,75
224030,25000,Right,CM,skill_fk_accuracy,73
224030,25000,Right,CM,skill_long_passing,75
224030,25000,Right,CM,skill_ball_control,75
225028,26000,Right,CM,skill_moves,3
225028,26000,Right,CM,skill_dribbling,74
225028,26000,Right,CM,skill_curve,62
225028,26000,Right,CM,skill_fk_accuracy,45
225028,26000,Right,CM,skill_long_passing,77
225028,26000,Right,CM,skill_ball_control,79
225748,28000,Right,LM,skill_moves,4
225748,28000,Right,LM,skill_dribbling,77
225748,28000,Right,LM,skill_curve,73
225748,28000,Right,LM,skill_fk_accuracy,66
225748,28000,Right,LM,skill_long_passing,68
225748,28000,Right,LM,skill_ball_control,80
230355,11000,Right,CM,skill_moves,2
230355,11000,Right,CM,skill_dribbling,71
230355,11000,Right,CM,skill_curve,73
230355,11000,Right,CM,skill_fk_accuracy,65
230355,11000,Right,CM,skill_long_passing,75
230355,11000,Right,CM,skill_ball_control,76
242619,20000,Right,CM,skill_moves,3
242619,20000,Right,CM,skill_dribbling,73
242619,20000,Right,CM,skill_curve,52
242619,20000,Right,CM,skill_fk_accuracy,42
242619,20000,Right,CM,skill_long_passing,75
242619,20000,Right,CM,skill_ball_control,78
252143,11000,Left,CM,skill_moves,4
252143,11000,Left,CM,skill_dribbling,79
252143,11000,Left,CM,skill_curve,76
252143,11000,Left,CM,skill_fk_accuracy,64
252143,11000,Left,CM,skill_long_passing,78
252143,11000,Left,CM,skill_ball_control,78
255472,900,Left,RM,skill_moves,4
255472,900,Left,RM,skill_dribbling,80
255472,900,Left,RM,skill_curve,77
255472,900,Left,RM,skill_fk_accuracy,67
255472,900,Left,RM,skill_long_passing,67
255472,900,Left,RM,skill_ball_control,79
186143,26000,Right,CM,skill_moves,2
186143,26000,Right,CM,skill_dribbling,62
186143,26000,Right,CM,skill_curve,81
186143,26000,Right,CM,skill_fk_accuracy,75
186143,26000,Right,CM,skill_long_passing,80
186143,26000,Right,CM,skill_ball_control,75
190982,25000,Right,LM,skill_moves,3
190982,25000,Right,LM,skill_dribbling,79
190982,25000,Right,LM,skill_curve,76
190982,25000,Right,LM,skill_fk_accuracy,78
190982,25000,Right,LM,skill_long_passing,69
190982,25000,Right,LM,skill_ball_control,80
211408,35000,Right,CM,skill_moves,3
211408,35000,Right,CM,skill_dribbling,74
211408,35000,Right,CM,skill_curve,62
211408,35000,Right,CM,skill_fk_accuracy,36
211408,35000,Right,CM,skill_long_passing,74
211408,35000,Right,CM,skill_ball_control,76
214971,14000,Right,RM,skill_moves,4
214971,14000,Right,RM,skill_dribbling,79
214971,14000,Right,RM,skill_curve,79
214971,14000,Right,RM,skill_fk_accuracy,51
214971,14000,Right,RM,skill_long_passing,71
214971,14000,Right,RM,skill_ball_control,75
221001,6000,Right,CM,skill_moves,3
221001,6000,Right,CM,skill_dribbling,72
221001,6000,Right,CM,skill_curve,64
221001,6000,Right,CM,skill_fk_accuracy,55
221001,6000,Right,CM,skill_long_passing,73
221001,6000,Right,CM,skill_ball_control,73
226385,8000,Right,RM,skill_moves,3
226385,8000,Right,RM,skill_dribbling,74
226385,8000,Right,RM,skill_curve,65
226385,8000,Right,RM,skill_fk_accuracy,61
226385,8000,Right,RM,skill_long_passing,66
226385,8000,Right,RM,skill_ball_control,73
229723,37000,Right,CM,skill_moves,3
229723,37000,Right,CM,skill_dribbling,69
229723,37000,Right,CM,skill_curve,70
229723,37000,Right,CM,skill_fk_accuracy,68
229723,37000,Right,CM,skill_long_passing,76
229723,37000,Right,CM,skill_ball_control,74
229804,1000,Right,LM,skill_moves,3
229804,1000,Right,LM,skill_dribbling,76
229804,1000,Right,LM,skill_curve,73
229804,1000,Right,LM,skill_fk_accuracy,74
229804,1000,Right,LM,skill_long_passing,59
229804,1000,Right,LM,skill_ball_control,76
230392,32000,Left,LM,skill_moves,2
230392,32000,Left,LM,skill_dribbling,73
230392,32000,Left,LM,skill_curve,70
230392,32000,Left,LM,skill_fk_accuracy,73
230392,32000,Left,LM,skill_long_passing,71
230392,32000,Left,LM,skill_ball_control,74
231012,1000,Left,LM,skill_moves,3
231012,1000,Left,LM,skill_dribbling,73
231012,1000,Left,LM,skill_curve,77
231012,1000,Left,LM,skill_fk_accuracy,75
231012,1000,Left,LM,skill_long_passing,71
231012,1000,Left,LM,skill_ball_control,72
235813,26000,Right,CM,skill_moves,4
235813,26000,Right,CM,skill_dribbling,73
235813,26000,Right,CM,skill_curve,78
235813,26000,Right,CM,skill_fk_accuracy,76
235813,26000,Right,CM,skill_long_passing,80
235813,26000,Right,CM,skill_ball_control,76
238216,53000,Right,CM,skill_moves,3
238216,53000,Right,CM,skill_dribbling,75
238216,53000,Right,CM,skill_curve,60
238216,53000,Right,CM,skill_fk_accuracy,53
238216,53000,Right,CM,skill_long_passing,73
238216,53000,Right,CM,skill_ball_control,74
244197,11000,Right,RM,skill_moves,3
244197,11000,Right,RM,skill_dribbling,74
244197,11000,Right,RM,skill_curve,55
244197,11000,Right,RM,skill_fk_accuracy,63
244197,11000,Right,RM,skill_long_passing,67
244197,11000,Right,RM,skill_ball_control,75
244791,16000,Right,CM,skill_moves,3
244791,16000,Right,CM,skill_dribbling,74
244791,16000,Right,CM,skill_curve,68
244791,16000,Right,CM,skill_fk_accuracy,68
244791,16000,Right,CM,skill_long_passing,76
244791,16000,Right,CM,skill_ball_control,76
178287,39000,Right,CM,skill_moves,3
178287,39000,Right,CM,skill_dribbling,72
178287,39000,Right,CM,skill_curve,72
178287,39000,Right,CM,skill_fk_accuracy,59
178287,39000,Right,CM,skill_long_passing,73
178287,39000,Right,CM,skill_ball_control,74
183540,7000,Left,CM,skill_moves,3
183540,7000,Left,CM,skill_dribbling,71
183540,7000,Left,CM,skill_curve,76
183540,7000,Left,CM,skill_fk_accuracy,71
183540,7000,Left,CM,skill_long_passing,79
183540,7000,Left,CM,skill_ball_control,76
201215,1000,Left,LM,skill_moves,4
201215,1000,Left,LM,skill_dribbling,74
201215,1000,Left,LM,skill_curve,79
201215,1000,Left,LM,skill_fk_accuracy,73
201215,1000,Left,LM,skill_long_passing,70
201215,1000,Left,LM,skill_ball_control,74
204497,20000,Left,CM,skill_moves,3
204497,20000,Left,CM,skill_dribbling,77
204497,20000,Left,CM,skill_curve,68
204497,20000,Left,CM,skill_fk_accuracy,63
204497,20000,Left,CM,skill_long_passing,80
204497,20000,Left,CM,skill_ball_control,77
213798,34000,Left,CM,skill_moves,3
213798,34000,Left,CM,skill_dribbling,68
213798,34000,Left,CM,skill_curve,77
213798,34000,Left,CM,skill_fk_accuracy,76
213798,34000,Left,CM,skill_long_passing,72
213798,34000,Left,CM,skill_ball_control,74
214770,14000,Right,CM,skill_moves,3
214770,14000,Right,CM,skill_dribbling,71
214770,14000,Right,CM,skill_curve,58
214770,14000,Right,CM,skill_fk_accuracy,41
214770,14000,Right,CM,skill_long_passing,72
214770,14000,Right,CM,skill_ball_control,73
214968,18000,Left,CM,skill_moves,4
214968,18000,Left,CM,skill_dribbling,67
214968,18000,Left,CM,skill_curve,83
214968,18000,Left,CM,skill_fk_accuracy,74
214968,18000,Left,CM,skill_long_passing,78
214968,18000,Left,CM,skill_ball_control,77
215368,12000,Right,RM,skill_moves,3
215368,12000,Right,RM,skill_dribbling,73
215368,12000,Right,RM,skill_curve,59
215368,12000,Right,RM,skill_fk_accuracy,49
215368,12000,Right,RM,skill_long_passing,66
215368,12000,Right,RM,skill_ball_control,72
218311,17000,Right,RM,skill_moves,3
218311,17000,Right,RM,skill_dribbling,74
218311,17000,Right,RM,skill_curve,54
218311,17000,Right,RM,skill_fk_accuracy,37
218311,17000,Right,RM,skill_long_passing,69
218311,17000,Right,RM,skill_ball_control,72
220475,25000,Right,CM,skill_moves,2
220475,25000,Right,CM,skill_dribbling,75
220475,25000,Right,CM,skill_curve,64
220475,25000,Right,CM,skill_fk_accuracy,58
220475,25000,Right,CM,skill_long_passing,76
220475,25000,Right,CM,skill_ball_control,77
221885,20000,Right,CM,skill_moves,3
221885,20000,Right,CM,skill_dribbling,68
221885,20000,Right,CM,skill_curve,52
221885,20000,Right,CM,skill_fk_accuracy,43
221885,20000,Right,CM,skill_long_passing,74
221885,20000,Right,CM,skill_ball_control,77
224415,19000,Left,LM,skill_moves,3
224415,19000,Left,LM,skill_dribbling,75
224415,19000,Left,LM,skill_curve,67
224415,19000,Left,LM,skill_fk_accuracy,68
224415,19000,Left,LM,skill_long_passing,65
224415,19000,Left,LM,skill_ball_control,74
224949,28000,Left,LM,skill_moves,4
224949,28000,Left,LM,skill_dribbling,83
224949,28000,Left,LM,skill_curve,60
224949,28000,Left,LM,skill_fk_accuracy,49
224949,28000,Left,LM,skill_long_passing,58
224949,28000,Left,LM,skill_ball_control,78
226370,11000,Right,CM,skill_moves,3
226370,11000,Right,CM,skill_dribbling,74
226370,11000,Right,CM,skill_curve,68
226370,11000,Right,CM,skill_fk_accuracy,55
226370,11000,Right,CM,skill_long_passing,74
226370,11000,Right,CM,skill_ball_control,75
229406,13000,Right,CM,skill_moves,4
229406,13000,Right,CM,skill_dribbling,75
229406,13000,Right,CM,skill_curve,78
229406,13000,Right,CM,skill_fk_accuracy,81
229406,13000,Right,CM,skill_long_passing,75
229406,13000,Right,CM,skill_ball_control,77
230411,15000,Right,RM,skill_moves,2
230411,15000,Right,RM,skill_dribbling,74
230411,15000,Right,RM,skill_curve,62
230411,15000,Right,RM,skill_fk_accuracy,75
230411,15000,Right,RM,skill_long_passing,65
230411,15000,Right,RM,skill_ball_control,73
231044,34000,Left,CM,skill_moves,4
231044,34000,Left,CM,skill_dribbling,77
231044,34000,Left,CM,skill_curve,68
231044,34000,Left,CM,skill_fk_accuracy,59
231044,34000,Left,CM,skill_long_passing,71
231044,34000,Left,CM,skill_ball_control,76
234819,14000,Right,LM,skill_moves,3
234819,14000,Right,LM,skill_dribbling,77
234819,14000,Right,LM,skill_curve,70
234819,14000,Right,LM,skill_fk_accuracy,57
234819,14000,Right,LM,skill_long_passing,49
234819,14000,Right,LM,skill_ball_control,72
235407,19000,Right,CM,skill_moves,3
235407,19000,Right,CM,skill_dribbling,75
235407,19000,Right,CM,skill_curve,59
235407,19000,Right,CM,skill_fk_accuracy,53
235407,19000,Right,CM,skill_long_passing,72
235407,19000,Right,CM,skill_ball_control,76
235526,23000,Right,CM,skill_moves,3
235526,23000,Right,CM,skill_dribbling,75
235526,23000,Right,CM,skill_curve,60
